"degree" "normalised.degree" "species.strength" "interaction.push.pull" "nestedrank" "PDI" "resource.range" "species.specificity.index" "PSI" "node.specialisation.index.NSI" "betweenness" "weighted.betweenness" "closeness" "weighted.closeness" "Fisher.alpha" "partner.diversity" "effective.partners" "proportional.generality" "proportional.similarity" "d"
"TZ22" 30 0.344827586206897 1.0216943955674 0.000723146518913451 0.797752808988764 0.93936877076412 0.662790697674419 0.26056915476689 0.0900312415388339 1 0 0 0.0111111111111111 0.00390698466914065 16.2031168263032 2.94309353777401 18.974453802853 0.287340313095142 0.348957002979991 0.312450521616945
"TZ23" 31 0.35632183908046 0.570176207086743 -0.0138652836423631 0.752808988764045 0.944767441860465 0.651162790697674 0.240693713572794 0.0425788616318214 1 0 0 0.0111111111111111 0.00447495237075568 16.4267775466266 3.02777999265936 20.6513355458469 0.312734231152638 0.341815203509356 0.289292704038425
"TZ29" 51 0.586206896551724 1.1513905581518 0.00296844231670202 0.426966292134831 0.874584717607974 0.418604651162791 0.16266251600283 0.0552597984289513 1 0 0 0.0111111111111111 0.00682072469479628 25.2563367143176 3.56289477269457 35.2651340789989 0.534038806749637 0.44119354464182 0.243397641312361
"TZ3" 42 0.482758620689655 0.691119830424455 -0.00735428975179868 0.617977528089888 0.982241014799154 0.523255813953488 0.401117116812618 0.0524446574535504 1 0 0 0.0111111111111111 0.00732141059274271 20.4507584606858 2.78749687113354 16.2403172742353 0.245935819751585 0.428640995249777 0.264010583388607
"TZ31" 24 0.275862068965517 0.2778409061881 -0.0300899622421625 0.887640449438202 0.981860465116279 0.732558139534884 0.542567650809502 0.0676138968250893 1 0 0 0.0111111111111111 0.007776749659288 8.71989596715218 1.73869887701057 5.68993529865142 0.0861657366895995 0.236814202852278 0.395532626442423
"TZ32" 54 0.620689655172414 0.641187206663725 -0.00664468135807917 0.404494382022472 0.974384900572969 0.383720930232558 0.328992949318867 0.0644827273652562 1 0 0 0.0111111111111111 0.0113539691412966 22.781824176019 3.07270993675344 21.6003590395518 0.327105802036792 0.491069271799495 0.233145753363053
"TZ34" 45 0.517241379310345 0.420845825096988 -0.0128700927756225 0.550561797752809 0.89405684754522 0.488372093023256 0.173290263980601 0.018342661089373 1 0 0 0.0111111111111111 0.00512714530943583 35.3006669284898 3.51152700883238 33.499382600735 0.507299086708985 0.48034234815844 0.174374330672961
"TZ35" 68 0.781609195402299 1.71559523273992 0.0105234593049988 0.0112359550561798 0.972243060765191 0.22093023255814 0.31455546216689 0.0798385291097817 1 0 0.36892208553017 0.0111111111111111 0.0293183925553528 19.3570963574862 3.14802666531893 23.2900601214118 0.352693850206372 0.534355044699872 0.192066831480034
"TZ36" 59 0.67816091954023 1.24011224343381 0.00406969904125106 0.292134831460674 0.897862979258328 0.325581395348837 0.166097746290467 0.0442159206368972 1 0 0 0.0111111111111111 0.0170342221973807 20.0031412946305 3.60361511616093 36.730780753275 0.556233879063656 0.504472104033925 0.169552121065894
"TZ37" 68 0.781609195402299 1.54691759360879 0.00804290578836455 0.0224719101123595 0.893687707641196 0.22093023255814 0.164971860809914 0.0611659299498442 1 0 0.000585823081429408 0.0111111111111111 0.0148912194122709 24.9819007395519 3.69287529724502 40.1601534862532 0.608166706487955 0.522401501388064 0.187699928450992
"TZ38" 56 0.64367816091954 0.761646687636605 -0.00425630914934634 0.359550561797753 0.916020671834625 0.36046511627907 0.183225109374558 0.0293512558116309 1 0 0 0.0111111111111111 0.0112051040849314 24.1021250486575 3.51570659823865 33.6396892732594 0.50942382577296 0.498913856385121 0.161834469843972
"TZ39" 56 0.64367816091954 1.38684987548504 0.00690803349080432 0.348314606741573 0.910022148394241 0.36046511627907 0.179939214835911 0.066655375423786 1 0 0 0.0111111111111111 0.0160401420788514 18.4136525734929 3.51148123756287 33.4978493265558 0.507275867517155 0.491504530306247 0.210504576079465
"TZ40" 62 0.71264367816092 1.35969221763861 0.00580148738126783 0.157303370786517 0.931828545371637 0.290697674418605 0.190532439092308 0.0584315486465362 1 0 0 0.0111111111111111 0.0154937669801521 21.8874293467864 3.54133147421197 34.5128415703737 0.52264643850476 0.507010886091346 0.196325238694247
"TZ41" 59 0.67816091954023 1.15944847859036 0.00270251658627725 0.303370786516854 0.973038589317659 0.325581395348837 0.313517252350677 0.0866760575872059 1 0 0 0.0111111111111111 0.0137356356124411 21.9014388904207 3.14312294214359 23.1761316789096 0.350968570802856 0.408301968711499 0.272684043857979
"TZ42" 63 0.724137931034483 1.39216467890743 0.00622483617313387 0.112359550561798 0.93463230672533 0.27906976744186 0.187816997288382 0.0577267286144041 1 0 0 0.0111111111111111 0.0106580106168792 27.449892210521 3.59360675520768 36.3649993309267 0.550694655141114 0.45177626606198 0.215117333665032
"TZ43" 68 0.781609195402299 1.36233186818884 0.0053284098263064 0.0337078651685393 0.943753380205517 0.22093023255814 0.204751780775397 0.0693465839618897 1 0 0.000146455770357352 0.0111111111111111 0.0110941884233303 30.663070312547 3.61236439977919 37.053558750677 0.561121879097669 0.513494934692901 0.2181137891772
"TZ44" 63 0.724137931034483 1.11702051946268 0.00185746856289974 0.101123595505618 0.892805232558139 0.27906976744186 0.160649486360687 0.0411147252011833 1 0 0 0.0111111111111111 0.0138768382513812 23.2151589627688 3.66673642882373 39.124013278511 0.592475880559762 0.549360063427342 0.146242234693852
"TZ46" 60 0.689655172413793 1.00277144549129 4.61907581882344e-05 0.258426966292135 0.975581395348837 0.313953488372093 0.341283546507257 0.0893933929555226 1 0 0 0.0111111111111111 0.0128855077013216 23.4728150145463 3.03862716512157 20.8765634788268 0.31614497833159 0.432183908045977 0.279790849990426
"TZ48" 61 0.701149425287356 0.644389623582556 -0.00582967830192531 0.235955056179775 0.846899224806202 0.302325581395349 0.133325956717702 0.0177439089853881 1 0 0 0.0111111111111111 0.00832147231964536 34.0837305745341 3.7903405245401 44.2714732325438 0.670426622657756 0.568842811709614 0.114931723831563
"TZ49" 69 0.793103448275862 1.00378902907013 5.49134647844229e-05 0 0.892706131078224 0.209302325581395 0.139446426167497 0.0268737264771513 1 0 0.00864089045108377 0.0111111111111111 0.0103871875807971 33.9690822695761 3.83742703854613 46.4059200577965 0.702749693741932 0.579991485738612 0.122987218565342
"TZ52" 61 0.701149425287356 0.966638247416179 -0.000546913976783949 0.202247191011236 0.920058139534884 0.302325581395349 0.183826335163824 0.0374527117586012 1 0 0.0118629173989455 0.0111111111111111 0.0167268138846705 22.5388101934684 3.57136670856229 35.565167169294 0.538582368477423 0.573897707231041 0.147853662714457
"TZ54" 55 0.632183908045977 2.66555922056553 0.0302828949193733 0.382022471910112 0.901756051257712 0.372093023255814 0.178264799502004 0.0980043930471397 1 0 0.0351493848857645 0.0111111111111111 0.0382985584635953 12.8066511733502 3.51642579810551 33.6638916354306 0.509790335101564 0.589257870864584 0.179899965512296
"TZ55" 44 0.505747126436782 5.66598352696981 0.106045080158405 0.561797752808989 0.977596828171296 0.5 0.367543864179533 0.395361562825541 1 0 0.295108377270064 0.0111111111111111 0.0942186093273615 7.22009075762484 2.71413428784424 15.0915394858471 0.228539262632107 0.489041348298488 0.405021720853231
"TZ57" 62 0.71264367816092 1.48291450496698 0.00778894362849976 0.146067415730337 0.950218023255814 0.290697674418605 0.235301669301882 0.0745215899995385 1 0 0.00966608084358524 0.0111111111111111 0.0236258505465054 18.5370582217018 3.38290246379765 29.4561425469697 0.446070137773809 0.602231844848998 0.166435743522059
"TZ58" 32 0.367816091954023 0.267191671497201 -0.0229002602657125 0.741573033707865 0.912262156448203 0.63953488372093 0.210339954350924 0.0133335754305129 1 0 0 0.0111111111111111 0.00604143861776767 17.0998718821485 3.1542460993646 23.4353624951475 0.354894241848549 0.447804860375171 0.168854874609021
"TZ59" 59 0.67816091954023 2.06309475048023 0.0180185550928853 0.280898876404494 0.882292941656467 0.325581395348837 0.167815710973559 0.07311284531132 1 0 0.0332454598711189 0.0111111111111111 0.0284918807288121 15.9011215651712 3.57663462605626 35.7530158869595 0.541427062185572 0.524093479606732 0.190950975617307
"TZ60" 41 0.471264367816092 4.65306523526547 0.0890991520796457 0.640449438202247 0.902068481944607 0.534883720930233 0.209253610454807 0.215882927095834 1 0 0.134592852958407 0.0111111111111111 0.0756755338347994 7.4028008252623 3.21075368854951 24.7977689777466 0.375525892663922 0.473714431673052 0.313092001178761
"TZ61" 49 0.563218390804598 0.390627993085129 -0.0124361634064259 0.471910112359551 0.840116279069767 0.441860465116279 0.159453438375933 0.0131741510235042 1 0 0 0.0111111111111111 0.00631567770357167 31.4281552841586 3.57242102856621 35.6026840103862 0.539150506089065 0.540509123969089 0.124210198494459
"TZ62" 58 0.666666666666667 1.32088497675768 0.00553249959927028 0.314606741573034 0.948479427549195 0.337209302325581 0.242686603029872 0.101395903986324 1 0 0.000878734622144112 0.0111111111111111 0.0153656734833526 19.7395993468008 3.26892074951911 26.2829581355977 0.398016907270006 0.459259379857862 0.268335670560446
"TZ63" 50 0.574712643678161 0.328928505242343 -0.0134214298951531 0.449438202247191 0.863787375415282 0.430232558139535 0.142031848678164 0.0096784740469721 1 0 0 0.0111111111111111 0.00491905136550927 47.1525796168942 3.69127925818457 40.0961074362094 0.607196822861091 0.583850646462037 0.10397674911994
"TZ64" 53 0.609195402298851 0.748524334377521 -0.00474482387966941 0.415730337078652 0.88953488372093 0.395348837209302 0.165152829015142 0.0283882976819141 1 0 0 0.0111111111111111 0.00673444323473868 29.7376485961521 3.59207943748587 36.3095008157165 0.54985421141069 0.513685371977654 0.173876406472099
"TZ65" 60 0.689655172413793 0.931710704440262 -0.00113815492599564 0.269662921348315 0.870869033047736 0.313953488372093 0.160434467488956 0.0318052300585248 1 0 0 0.0111111111111111 0.0107614194005816 26.3875560661262 3.64443198499095 38.2610338366181 0.579407320821252 0.512208710459585 0.161785715861403
"TZ66" 14 0.160919540229885 0.0878999552127691 -0.0651500031990879 0.98876404494382 0.937984496124031 0.848837209302326 0.274304917068914 0.00874938670802687 1 0 0 0.0111111111111111 0.00121750999836198 24.0318032390134 2.55208529762097 12.8338382707068 0.19434968432993 0.170668369518944 0.184819877857878
"TZ67" 31 0.35632183908046 0.234334672655266 -0.0246988815272495 0.786516853932584 0.968217054263566 0.651162790697674 0.30158623909393 0.0281847083098273 1 0 0 0.0111111111111111 0.0033326068280398 28.5586526373038 2.93296605027944 18.7832600495831 0.284444963721863 0.410270327799063 0.239400931578973
"TZ68" 24 0.275862068965517 0.337174851791219 -0.0276177145086992 0.898876404494382 0.970542635658915 0.732558139534884 0.344066774154191 0.0496911633790193 1 0 0 0.0111111111111111 0.0030130921006361 16.9093601589325 2.58251795864986 13.2304098786684 0.200355180518662 0.285773954392475 0.345786311113063
"TZ69" 50 0.574712643678161 0.666361287356335 -0.00667277425287331 0.438202247191011 0.900634249471459 0.430232558139535 0.149713643240402 0.0218184477471355 1 0 0 0.0111111111111111 0.00533205364591271 37.3955780388199 3.67069740213905 39.2792897711025 0.594827315624041 0.506774919418598 0.168456788750381
"TZ70" 47 0.540229885057471 0.472508744963479 -0.0112232181922664 0.49438202247191 0.823920265780731 0.465116279069767 0.143032657633223 0.0131717697989303 1 0 0 0.0111111111111111 0.00616890909273842 30.1957125527372 3.62862312225105 37.6609264105647 0.570319572763546 0.527975753191906 0.130128429578246
"TZ71" 25 0.28735632183908 0.305897982226004 -0.0277640807109598 0.876404494382023 0.963824289405685 0.720930232558139 0.273550179767938 0.0461881032717298 1 0 0 0.0111111111111111 0.00214839116674542 33.8385063986795 2.92658821965759 18.6638448083366 0.282636594787262 0.30727969348659 0.261535286473511
"TZ72" 64 0.735632183908046 0.964239646454523 -0.000558755524148076 0.0898876404494382 0.914728682170543 0.267441860465116 0.166153753395588 0.0311600037737424 1 0 0 0.0111111111111111 0.0123628874456927 27.8058356407884 3.67548057893952 39.4676196070625 0.597679295164119 0.5230208599404 0.152987344950205
"TZ73" 62 0.71264367816092 0.909559340211042 -0.00145872031917675 0.168539325842697 0.893023255813953 0.290697674418605 0.159126393772474 0.0291764062357611 1 0 0 0.0111111111111111 0.012325630945274 26.076984997176 3.67911162209085 39.6111887320398 0.599853439292345 0.571870382891343 0.130334434742665
"TZ75" 62 0.71264367816092 1.22496483187729 0.0036284650302789 0.179775280898876 0.976035167328417 0.290697674418605 0.334756199802391 0.0672374965738236 1 0 0.00439367311072056 0.0111111111111111 0.0119157281049002 26.3341653352123 3.15522010460784 23.4581997811077 0.355240079097212 0.467876132761419 0.236392220204214
"TZ76" 55 0.632183908045977 2.39576660770793 0.0253775746855988 0.393258426966292 0.863049095607235 0.372093023255814 0.134071315343458 0.0433076716614937 1 0 0 0.0111111111111111 0.00583123334255252 41.3558544381298 3.76892414788937 43.3334193978341 0.656221171193059 0.53672978325652 0.160484028944733
"TZ77" 40 0.459770114942529 0.48878758592985 -0.0127803103517537 0.674157303370786 0.922832980972516 0.546511627906977 0.185843085075045 0.0229734417068775 1 0 0 0.0111111111111111 0.004245080828205 29.9164626471241 3.40300131546294 30.0541668560456 0.455126340075798 0.41502767134951 0.210085638110055
"TZ78" 29 0.333333333333333 0.345338756210459 -0.0225745256479152 0.820224719101124 0.962624584717608 0.674418604651163 0.268997372836613 0.025753130989572 1 0 0 0.0111111111111111 0.00347456580213577 22.5720700593164 2.99290873729843 19.9436089234775 0.302016747984464 0.328162723409168 0.256283977067457
"TZ79" 30 0.344827586206897 0.304642781791236 -0.0231785739402921 0.808988764044944 0.874418604651163 0.662790697674419 0.182803962037042 0.0139953298629095 1 0 0 0.0111111111111111 0.00338149400930382 24.4207321730454 3.24465821816404 25.6529408525132 0.388476218233169 0.339395776060495 0.206712918012178
"TZ80" 25 0.28735632183908 0.219709819788054 -0.0312116072084778 0.865168539325843 0.892441860465116 0.720930232558139 0.20181378067328 0.0104369662499088 1 0 0 0.0111111111111111 0.00236500451315984 27.1906048632982 3.08771848831171 21.9269941706059 0.332052212710856 0.287186036611324 0.188575170926749
"TZ81" 66 0.758620689655172 1.58707718814231 0.00889510891124713 0.0561797752808989 0.925983899821109 0.244186046511628 0.212226100061795 0.0736107406161933 1 0 0.00585823081429408 0.0111111111111111 0.015659826902095 22.9845810966745 3.41690272252019 30.4748795372214 0.461497417461645 0.477075629093876 0.22433606622382
"TZ82" 43 0.494252873563218 0.656175508231214 -0.00799591841322759 0.584269662921348 0.985189718482252 0.511627906976744 0.446917243446916 0.123839707530023 1 0 0 0.0111111111111111 0.0119645271304903 16.1227859386463 2.56836963011374 13.0445396699664 0.197540448431067 0.396445295870583 0.351511831003101
"TZ83" 28 0.32183908045977 0.182046832077617 -0.0292126131400851 0.842696629213483 0.886627906976744 0.686046511627907 0.192525111931243 0.00891264151710051 1 0 0 0.0111111111111111 0.00249851454911415 34.8101836109192 3.18879312902921 24.2591321264767 0.367369026432273 0.389125506153039 0.146901194679873
"TZ84" 68 0.781609195402299 1.27218230256084 0.0040026809200124 0.0449438202247191 0.905187835420394 0.22093023255814 0.146937329416218 0.0359745992279698 1 0 0.0127416520210896 0.0111111111111111 0.0104932569148903 31.8037710082546 3.82717004934381 45.9323677987414 0.695578438337293 0.572878500059027 0.153511186455591
"TZ86" 62 0.71264367816092 1.79537316891368 0.0128285994986077 0.134831460674157 0.978557712822701 0.290697674418605 0.38151459253064 0.204377393950346 1 0 0.0572642062097247 0.0111111111111111 0.0236636155911896 17.1509978497809 2.7728170155703 16.0036531102628 0.242351887603612 0.3974237492962 0.367715138081301
"TZ87" 63 0.724137931034483 1.53100677347118 0.00842867894398692 0.123595505617978 0.87140902872777 0.27906976744186 0.15421439223921 0.0744747946417868 1 0 0.000146455770357352 0.0111111111111111 0.00901189575460427 31.0644635631442 3.71678074920942 41.1317672693233 0.622880374219088 0.544506743918014 0.181275147202015
"TZ88" 31 0.35632183908046 0.218255794621808 -0.0252175550121997 0.775280898876405 0.901162790697674 0.651162790697674 0.196219284917185 0.00853357071640039 1 0 0 0.0111111111111111 0.00336100561292939 27.7904929384018 3.22241433556872 25.088619465509 0.379930397325076 0.477076471510833 0.133519614901084
"TZ89" 43 0.494252873563218 0.509669368952456 -0.0114030379313382 0.595505617977528 0.975243810952738 0.511627906976744 0.326723680111539 0.0419926926657588 1 0 0 0.0111111111111111 0.00531407281136367 29.5760788020491 3.07726829412129 21.699045949548 0.328600270753064 0.471078282928028 0.236753746581168
"TZ9" 33 0.379310344827586 0.868547616718863 -0.00398340555397385 0.707865168539326 0.992093023255814 0.627906976744186 0.608835176471304 0.195963027209958 1 0 0.000878734622144112 0.0111111111111111 0.0118612110707085 10.9985652606095 1.7899283809897 5.98902352308565 0.0906949898077619 0.222739159520769 0.516080958144816
"TZ91" 61 0.701149425287356 1.01790472975965 0.000293520159994231 0.213483146067416 0.954230578921326 0.302325581395349 0.242442918157151 0.0653157288175722 1 0 0.000146455770357352 0.0111111111111111 0.010762216701261 26.9657336969713 3.35097356793394 28.5304965035946 0.432052584136578 0.483908045977011 0.227508686375927
"TZ93" 28 0.32183908045977 0.160985318242961 -0.0299648100627514 0.831460674157303 0.926356589147287 0.686046511627907 0.211673997511201 0.00742797774026376 1 0 0 0.0111111111111111 0.00264168584400298 33.1423555113446 3.13642129515967 23.0213327093299 0.348624367125217 0.409402453655327 0.126120709688592
"TZ95" 49 0.563218390804598 0.950571153297284 -0.00100875197352481 0.460674157303371 0.919694767441861 0.441860465116279 0.235033568404989 0.0577634670241708 1 0 0 0.0111111111111111 0.0130310881748588 18.1061909200927 3.16440861531624 23.6747390140174 0.358519248638962 0.391933831064266 0.261571143151898
"TZ96" 48 0.551724137931034 0.477868392969589 -0.0108777418131336 0.48314606741573 0.858139534883721 0.453488372093023 0.168621219039249 0.0168420486152467 1 0 0 0.0111111111111111 0.00694528963660489 27.1351335047378 3.51087159651183 33.4774338861622 0.506966705572594 0.487137660126166 0.151695695336398
"TZ98" 64 0.735632183908046 1.93253656065108 0.0145708837601731 0.0674157303370786 0.981540697674419 0.267441860465116 0.388394352637635 0.277614908285485 1 0 0.00908025776215583 0.0111111111111111 0.0161550755158905 21.1699531815643 2.98926241919788 19.8710206017509 0.300917504163867 0.443011827419624 0.372138172444573
"UG134" 58 0.666666666666667 0.771294776709348 -0.00394319350501125 0.325842696629214 0.909399224806202 0.337209302325581 0.169155608882077 0.0269375673441318 1 0 0 0.0111111111111111 0.0107318704502792 26.4118405436821 3.60700098840632 36.8553572654432 0.558120407887234 0.531817310582904 0.145223623220602
"UG135" 37 0.425287356321839 3.1998511947589 0.0594554376961865 0.685393258426966 0.903423772609819 0.581395348837209 0.200192453869636 0.157337511946756 1 0 0.000439367311072056 0.0111111111111111 0.0436958573651219 7.55383674487538 3.19475602544294 24.4042189574121 0.369566153994422 0.388236976039344 0.342375023150653
"UG136" 20 0.229885057471264 0.52392270041339 -0.0238038649793305 0.921348314606742 0.944186046511628 0.779069767441861 0.243603000417379 0.0772529772899776 1 0 0 0.0111111111111111 0.00153316011066662 28.4817757492026 2.85079026558061 17.3014491792238 0.262005108332043 0.255044699872286 0.261189829120601
"UG137" 19 0.218390804597701 0.070056306854607 -0.0489444049023891 0.943820224719101 0.790697674418605 0.790697674418605 0.203999184004896 0.00368717404497932 1 0 0 0.0111111111111111 0.00125406761147702 4294967305.5 2.94443897916644 19 0.287727172836291 0.266411238825032 0.0822556750366905
"UG139" 20 0.229885057471264 0.0670673852282735 -0.0466466307385863 0.932584269662921 0.779069767441861 0.779069767441861 0.197366381058409 0.00335336926141368 1 0 0 0.0111111111111111 0.00131616839213819 4294967306 2.99573227355399 20 0.302870708248727 0.278586632609621 0.0746445348855479
"UG140" 17 0.195402298850575 0.0601474368253003 -0.0552854448926294 0.966292134831461 0.934108527131783 0.813953488372093 0.243281825280122 0.00425537041803071 1 0 0 0.0111111111111111 0.00131989600028135 53.6807210981863 2.76162571219778 15.8255498360031 0.239654774362789 0.279736057896977 0.0918160185265161
